geneID	sample.size.metric
FBgn0000416	9.73581812707449
FBgn0000447	6.80885533032725
FBgn0000454	8.92105701815743
FBgn0000455	7.34331841824758
FBgn0000463	6.23244801655052
FBgn0000473	10.4715579752997
FBgn0000479	8.66736453560778
FBgn0000482	6.16261280330381
FBgn0000489	7.34590267725014
FBgn0000499	6.70502691241052
FBgn0000520	6.60032391114534
FBgn0000524	5.73549645014573
FBgn0000533	5.15329159449778
FBgn0000536	7.96681791151226
FBgn0000543	6.87160983234578
FBgn0000546	6.35059480762178
FBgn0000547	7.78544377307435
FBgn0000562	7.71705453627811
FBgn0000565	7.13608535698365
FBgn0000566	7.91856800133312
FBgn0000568	8.26590733415575
FBgn0000575	7.83610632534866
FBgn0000578	6.90575327631146
FBgn0000579	10.3008084755053
FBgn0000581	7.27332389009099
FBgn0000588	5.72955851097119
FBgn0000611	7.60231812368324
FBgn0000615	7.005637904784
FBgn0000617	6.24900952513952
FBgn0000629	6.98948886400881
FBgn0000636	6.63769480788018
FBgn0000662	6.78822071028695
FBgn0000667	7.54106398696268
FBgn0000709	6.8678009634751
FBgn0000711	7.9004513420587
FBgn0000719	7.03585528160945
FBgn0000721	8.90492419801952
FBgn0000964	5.70987498865536
FBgn0000996	6.26021860967424
FBgn0001079	5.93709635462449
FBgn0001084	5.44673737166631
FBgn0001085	5.47227067367148
FBgn0001087	7.16536466717763
FBgn0001091	9.59942764814246
FBgn0001092	8.83423987249792
FBgn0001098	9.50637496480811
FBgn0001104	7.2823028844555
FBgn0001105	8.13953778394734
FBgn0001108	7.5743017777449
FBgn0001122	8.0633253440799
FBgn0001124	9.8351997895446
FBgn0001125	9.94045412445682
FBgn0001128	9.0212962694214
FBgn0001133	6.88380405815962
FBgn0001139	7.56734567601324
FBgn0001142	8.49187538343195
FBgn0001149	10.3675255058032
FBgn0001169	6.32793678372919
FBgn0001179	6.22620723426554
FBgn0001186	8.31107062443633
FBgn0001187	8.6812659131534
FBgn0001197	7.9231671017241
FBgn0001202	6.86136223941243
FBgn0001215	7.14216842255458
FBgn0001218	9.54489410277477
FBgn0001220	8.7320626062782
FBgn0001222	7.47609480894873
FBgn0001224	6.985795983985
FBgn0001225	10.9988863501347
FBgn0001226	7.7044363078585
FBgn0001233	8.68901537777348
FBgn0001234	7.29765543481925
FBgn0001248	9.22718110083883
FBgn0001257	6.51372454849964
FBgn0001280	6.86101301643001
FBgn0001291	5.78433787139506
FBgn0001296	6.84853591932217
FBgn0001297	7.63029943639287
FBgn0001301	6.89568269774787
FBgn0001308	7.76309216818595
FBgn0001316	7.6660657854485
FBgn0001330	5.91350300563827
FBgn0001341	5.04557334545754
FBgn0001404	7.31865006412308
FBgn0001491	6.92264389147589
FBgn0001565	7.98514393119862
FBgn0001612	6.50179004583229
FBgn0001624	8.59541886466675
FBgn0001941	7.2526443752035
FBgn0001942	10.521848325729
FBgn0001961	7.18450278638114
FBgn0001965	6.3222659731287
FBgn0001977	6.36990098282823
FBgn0001978	7.43926549394096
FBgn0001986	6.28909695041293
FBgn0001987	6.56267947088676
FBgn0001989	8.1829318423144
FBgn0001990	6.22916824975352
FBgn0001994	7.66669020008009
FBgn0001995	6.90089849151892
FBgn0002021	5.95928564874375
FBgn0002022	7.20934025660291
FBgn0002031	8.28121766128665
FBgn0002036	6.43828484089806
FBgn0002044	6.20892531528669
FBgn0002069	6.23832462503951
FBgn0002121	6.39526159811545
FBgn0002174	6.96586694203935
FBgn0002183	7.80927072527414
FBgn0002283	4.99269759340959
FBgn0002284	6.53862210012136
FBgn0002354	6.22191467360463
FBgn0002413	7.88288079657718
FBgn0002441	6.99010302033089
FBgn0002524	6.60394382460047
FBgn0002525	6.94199566213684
FBgn0002526	5.89532068655508
FBgn0002566	6.6496320087719
FBgn0002567	7.96212537907684
FBgn0002570	5.65657439166942
FBgn0002579	10.4376341168731
FBgn0002590	10.1237803777223
FBgn0002593	11.0391841927647
FBgn0002609	4.09711848910483
FBgn0002622	10.6998228908922
FBgn0002626	4.66501018634411
FBgn0002638	7.98882571620674
FBgn0002641	6.65049463552369
FBgn0002643	7.4730690880322
FBgn0002645	5.88146365189365
FBgn0002707	5.79301360838414
FBgn0002715	5.31320597904179
FBgn0002719	9.31861164725997
FBgn0002723	6.76791833379434
FBgn0002736	7.34901643936222
FBgn0002772	7.99917509706874
FBgn0002775	6.35379016255553
FBgn0002778	6.7202201551353
FBgn0002780	6.43508142118052
FBgn0002781	7.89363426062597
FBgn0002783	5.67102968818439
FBgn0002787	8.09050444685645
FBgn0002789	7.68286639739351
FBgn0002791	6.13195086474118
FBgn0002872	6.12431862707473
FBgn0002878	5.80814248998044
FBgn0002887	6.01452982003898
FBgn0002901	5.63419418784949
FBgn0002914	6.9747906803183
FBgn0002921	10.3297297585235
FBgn0002924	6.51100211147599
FBgn0002948	6.3500127354284
FBgn0002973	7.37483797980021
FBgn0002989	5.65131890512046
FBgn0003008	5.7268477475872
FBgn0003016	6.9379611210392
FBgn0003028	7.10387015790843
FBgn0003041	6.72262979485545
FBgn0003042	4.55912624748668
FBgn0003044	6.76272950693188
FBgn0003048	6.45859948224924
FBgn0003053	6.8218342164745
FBgn0003062	7.97876795605184
FBgn0003071	8.18711381021396
FBgn0003074	9.20292964692589
FBgn0003076	9.25620562784813
FBgn0003079	6.63046348459696
FBgn0003082	5.89944062829481
FBgn0003091	8.19753873972118
FBgn0003093	8.23513969322327
FBgn0003116	6.41536969884327
FBgn0003134	7.4530789431557
FBgn0003137	7.81197342962202
FBgn0003139	6.56479537622537
FBgn0003141	7.34310276157217
FBgn0003149	8.30395871597881
FBgn0003159	6.839119486592
FBgn0003165	8.1868819369085
FBgn0003169	7.00185260236125
FBgn0003175	8.45428888976984
FBgn0003189	7.04009846596985
FBgn0003204	7.18677494085526
FBgn0003205	5.75837587326037
FBgn0003206	6.6584388533639
FBgn0003209	7.40133300933857
FBgn0003210	7.8825664596683
FBgn0003218	8.80099273660379
FBgn0003231	7.81258053274701
FBgn0003257	6.46198887410045
FBgn0003261	7.46965417293213
FBgn0003268	5.14458326660599
FBgn0003274	12.0481870830371
FBgn0003275	7.08044728680025
FBgn0003277	7.06261998954305
FBgn0003279	11.1785360577531
FBgn0003292	4.95700007826362
FBgn0003302	5.27896463803222
FBgn0003310	6.78030062362902
FBgn0003317	5.88564096128675
FBgn0003321	6.82799031051327
FBgn0003330	6.31354804627709
FBgn0003345	7.21646471862599
FBgn0003346	6.27444809877821
FBgn0003360	10.7757706656172
FBgn0003366	7.64507882187491
FBgn0003371	9.06203369376951
FBgn0003391	7.65956437219067
FBgn0003392	8.85121003507349
FBgn0003396	7.04272313939262
FBgn0003410	6.66419641271699
FBgn0003415	6.28444505801097
FBgn0003416	6.336530702379
FBgn0003423	8.39867238367295
FBgn0003435	8.45864557779082
FBgn0003444	5.00729639283074
FBgn0003447	8.00358592468837
FBgn0003449	7.42585438671463
FBgn0003459	5.50125821054473
FBgn0003462	10.0571738388351
FBgn0003463	7.52366137919863
FBgn0003464	7.47854648391556
FBgn0003475	7.47373174721298
FBgn0003479	6.04500531403601
FBgn0003480	6.68231743111455
FBgn0003495	6.73459165997295
FBgn0003502	6.88209553220156
FBgn0003507	7.79585227648551
FBgn0003512	6.97088656042223
FBgn0003514	7.51261754467451
FBgn0003515	6.19304392050635
FBgn0003517	9.50161597993809
FBgn0003520	8.42255278726212
FBgn0003527	5.84788281862996
FBgn0003557	6.43454651878745
FBgn0003567	6.57134970680547
FBgn0003575	5.64897423816121
FBgn0003598	5.2772639573502
FBgn0003607	7.39367326704194
FBgn0003612	6.42783598494903
FBgn0003638	6.31264183869356
FBgn0003654	5.21855239807917
FBgn0003656	7.4526924323769
FBgn0003660	6.79533284956785
FBgn0003676	7.14032096887525
FBgn0003687	5.9622931698077
FBgn0003714	7.89865861756534
FBgn0003716	7.49201722082131
FBgn0003721	8.58609717006345
FBgn0003742	6.29095166500953
FBgn0003748	9.67551988385643
FBgn0003751	4.43675153436313
FBgn0003862	7.29392429814857
FBgn0003870	6.10181260427685
FBgn0003882	6.38575635461802
FBgn0003884	8.31617799217503
FBgn0003888	6.11257537285704
FBgn0003890	7.65862090172207
FBgn0003891	9.12592562083382
FBgn0003942	10.6007056025186
FBgn0003943	6.21193786986631
FBgn0003963	5.77713619417894
FBgn0003964	6.16821505885248
FBgn0003969	6.42621873392268
FBgn0003977	6.52820155265847
FBgn0003978	6.00594256628863
FBgn0004003	5.45032289002891
FBgn0004045	12.1713440277917
FBgn0004047	13.0410484719414
FBgn0004049	6.1021856690079
FBgn0004050	6.17759827278829
FBgn0004055	7.09326618882279
FBgn0004057	8.4126101512238
FBgn0004066	7.31699104698649
FBgn0004087	7.51634262053062
FBgn0004101	5.18458860121969
FBgn0004103	7.48464950271783
FBgn0004107	5.46383180502561
FBgn0004132	6.968536751242
FBgn0004133	5.92825847120419
FBgn0004167	8.44895003881983
FBgn0004177	8.71784570489492
FBgn0004227	7.34708490104306
FBgn0004237	5.97761914028593
FBgn0004359	5.89348413874778
FBgn0004362	8.25881098800932
FBgn0004363	9.43873676957184
FBgn0004364	7.44259035520848
FBgn0004367	5.83578492126045
FBgn0004368	6.90825515402379
FBgn0004369	7.33877983254457
FBgn0004370	6.84179352330438
FBgn0004373	7.09672137849476
FBgn0004374	6.56079490024654
FBgn0004380	5.77713619417894
FBgn0004381	6.77992190747225
FBgn0004387	7.27297692888934
FBgn0004390	6.2828896058386
FBgn0004391	6.1527326947041
FBgn0004395	7.54934597262768
FBgn0004397	6.50876913697168
FBgn0004401	7.69431690418151
FBgn0004404	7.51334547919255
FBgn0004406	5.95281034012644
FBgn0004419	8.01080216471811
FBgn0004432	5.35264771109308
FBgn0004435	8.13963503656108
FBgn0004436	6.83715397179859
FBgn0004456	6.09882306542848
FBgn0004463	6.23179292317629
FBgn0004465	7.31477473402254
FBgn0004507	9.80792150666754
FBgn0004509	7.81702139591933
FBgn0004510	6.47440496738444
FBgn0004513	7.17050408488871
FBgn0004556	4.43081679884331
FBgn0004574	8.44164315434551
FBgn0004584	5.73118144884432
FBgn0004587	6.53934507882498
FBgn0004597	4.74493212836325
FBgn0004598	8.11142803829907
FBgn0004606	6.47183096338926
FBgn0004611	7.74175076812946
FBgn0004636	7.48726706053657
FBgn0004638	7.20872369575965
FBgn0004643	6.68856224741228
FBgn0004646	8.20362334801233
FBgn0004647	6.80867132075824
FBgn0004648	8.15622332319462
FBgn0004654	8.50018266258283
FBgn0004655	6.2983363139529
FBgn0004656	7.58180458385014
FBgn0004657	7.55816891695518
FBgn0004687	7.93272102748195
FBgn0004698	7.73068725911043
FBgn0004795	7.26554626657907
FBgn0004797	6.46562618650238
FBgn0004811	6.46614472423762
FBgn0004828	9.7828253761289
FBgn0004832	6.23179292317629
FBgn0004837	5.60825004793464
FBgn0004838	9.01742287596882
FBgn0004855	6.03946074537624
FBgn0004856	7.68394067619542
FBgn0004858	6.1315887427021
FBgn0004864	6.50229017087397
FBgn0004867	9.89781315019018
FBgn0004868	9.39861638796132
FBgn0004875	7.94779639162571
FBgn0004876	7.27274555452458
FBgn0004882	6.62958339653135
FBgn0004888	9.46473708217892
FBgn0004889	6.92362862813843
FBgn0004903	6.69104929532635
FBgn0004907	9.20957341127033
FBgn0004913	4.91632461462501
FBgn0004914	7.66918396695849
FBgn0004915	7.53056940469618
FBgn0004921	8.84870074340805
FBgn0004924	7.39172344857825
FBgn0004926	7.73739820413062
FBgn0004957	5.54777822617962
FBgn0005322	6.78859629714582
FBgn0005355	5.43880368418124
FBgn0005390	6.60732563370785
FBgn0005391	12.5781199929629
FBgn0005411	8.44243372503495
FBgn0005427	5.93709635462449
FBgn0005533	10.5614176613307
FBgn0005536	7.36928561102325
FBgn0005585	8.57904059474232
FBgn0005593	10.061566221987
FBgn0005596	6.23146521548861
FBgn0005612	6.91984852666952
FBgn0005616	6.02142779829336
FBgn0005617	6.32763912038424
FBgn0005624	5.46312534084928
FBgn0005632	7.19793423163251
FBgn0005640	7.38098287233281
FBgn0005642	5.37450650490558
FBgn0005648	5.10291057020543
FBgn0005649	7.62380485275939
FBgn0005655	7.98053680761573
FBgn0005671	9.00214700761466
FBgn0005672	7.48174347770577
FBgn0005674	8.05721909780768
FBgn0005694	5.89210451102837
FBgn0005695	5.83773044716594
FBgn0005771	7.31433088137433
FBgn0008635	7.57865685059476
FBgn0010038	5.78894028299651
FBgn0010039	5.11198778835654
FBgn0010052	3.93834031374552
FBgn0010053	10.4658281961068
FBgn0010078	5.47157014824878
FBgn0010100	8.61107811359904
FBgn0010113	7.57558465155779
FBgn0010173	6.24157454665201
FBgn0010198	10.1362909634779
FBgn0010213	8.24874713696616
FBgn0010220	6.14704277892643
FBgn0010225	8.02682357621763
FBgn0010226	7.23669924918256
FBgn0010228	8.56057191471818
FBgn0010235	7.11436286165625
FBgn0010238	7.59706176015614
FBgn0010246	7.00654424925692
FBgn0010247	5.25227342804663
FBgn0010265	10.0418644782473
FBgn0010269	5.98896141688986
FBgn0010278	6.54295215259286
FBgn0010280	7.21118766152515
FBgn0010287	5.74032867431367
FBgn0010288	6.59555280133366
FBgn0010292	5.80463283483614
FBgn0010300	7.01121398735037
FBgn0010303	6.98177991433011
FBgn0010309	5.86031127688843
FBgn0010313	6.81855970017767
FBgn0010315	6.65092567001312
FBgn0010316	6.25061853594523
FBgn0010317	5.10392322851981
FBgn0010328	6.83195356556585
FBgn0010339	6.71477714199965
FBgn0010340	4.98132090642748
FBgn0010341	7.55363613374099
FBgn0010342	6.61673430526484
FBgn0010348	7.45828226959968
FBgn0010350	8.72988228482659
FBgn0010352	9.42128987718969
FBgn0010355	6.4530999266832
FBgn0010356	6.42053766900171
FBgn0010379	6.36216566277981
FBgn0010380	7.37306038744632
FBgn0010383	7.21621989061645
FBgn0010387	7.63651088700945
FBgn0010391	7.58671901502561
FBgn0010397	7.21866547755313
FBgn0010398	5.98393628068719
FBgn0010406	7.30530021628916
FBgn0010408	9.54733628098088
FBgn0010409	9.55105360285465
FBgn0010411	10.5519685536002
FBgn0010412	10.1133904993119
FBgn0010415	8.98607118737446
FBgn0010416	6.82618362528833
FBgn0010421	5.57721093296674
FBgn0010422	6.59918999561393
FBgn0010434	8.29538208533581
FBgn0010441	6.49148197215737
FBgn0010470	7.94779639162571
FBgn0010488	9.29604394972461
FBgn0010497	6.51273542873551
FBgn0010501	4.87264955112235
FBgn0010516	8.79578406385624
FBgn0010520	5.6076386141033
FBgn0010531	6.39804014950017
FBgn0010548	7.01511379730264
FBgn0010551	8.67211500241684
FBgn0010583	6.93585670909301
FBgn0010590	7.81581220592919
FBgn0010591	7.52895881021774
FBgn0010602	7.79763358690446
FBgn0010607	5.30661616936273
FBgn0010611	7.26542972325395
FBgn0010612	8.25799059028633
FBgn0010622	6.28568768010314
FBgn0010638	7.38440345094654
FBgn0010651	7.78627491316929
FBgn0010660	6.05639361697147
FBgn0010741	7.80642500209889
FBgn0010747	7.58773278549344
FBgn0010750	5.71647930545061
FBgn0010762	6.922972244787
FBgn0010768	5.41164605185504
FBgn0010770	5.84836370346731
FBgn0010774	8.09707119396444
FBgn0010786	7.34288705837893
FBgn0010803	6.56901380291688
FBgn0010808	7.64866034506345
FBgn0010812	5.71976517916281
FBgn0010825	7.57797495489838
FBgn0010830	5.33432780407107
FBgn0010877	7.3132203870903
FBgn0010894	6.11294444464569
FBgn0010905	8.06861179223445
FBgn0010909	7.7272413815851
FBgn0010926	6.11993105148028
FBgn0011016	6.37587624601831
FBgn0011202	6.42756662467804
FBgn0011204	7.31288699818906
FBgn0011207	6.858214833422
FBgn0011211	10.3152605020938
FBgn0011217	7.40346726493808
FBgn0011224	7.61947884511502
FBgn0011225	8.73715836369761
FBgn0011230	9.31703999063524
FBgn0011232	6.83804786655732
FBgn0011260	7.20290936627262
FBgn0011272	10.5286993379981
FBgn0011284	10.58589392323
FBgn0011289	7.28972428062312
FBgn0011291	6.20388413505922
FBgn0011297	6.38012253689976
FBgn0011300	6.68461172766793
FBgn0011305	6.5551197845185
FBgn0011327	7.03291842193614
FBgn0011335	5.8210715611793
FBgn0011336	7.69908729145081
FBgn0011361	6.91654982666363
FBgn0011455	8.36776467792431
FBgn0011474	5.82698290844236
FBgn0011476	5.08140436498446
FBgn0011481	7.47732139777073
FBgn0011509	6.41099691242758
FBgn0011566	5.74139933822751
FBgn0011570	7.099889643422
FBgn0011573	6.60168291475201
FBgn0011584	8.44798601125254
FBgn0011586	7.05861483471118
FBgn0011592	6.15733203060246
FBgn0011604	6.69208374250663
FBgn0011638	7.48418135983208
FBgn0011640	5.81958824817557
FBgn0011642	6.24739792124518
FBgn0011648	7.20390142984605
FBgn0011655	5.42200883889059
FBgn0011656	6.95828995235618
FBgn0011660	5.54972438313511
FBgn0011661	8.82737034169539
FBgn0011666	7.82411267530084
FBgn0011672	7.29765543481925
FBgn0011674	5.39135223251523
FBgn0011703	7.70104940814702
FBgn0011704	7.25417784645652
FBgn0011705	8.7157161275482
FBgn0011708	7.24327468084808
FBgn0011710	6.14347007058885
FBgn0011715	6.58340922215876
FBgn0011725	7.47003418433704
FBgn0011737	6.49803111395359
FBgn0011739	7.51216231636966
FBgn0011740	5.87023808967384
FBgn0011741	5.99893656194668
FBgn0011742	6.32406023198327
FBgn0011745	7.70796153183549
FBgn0011747	7.57078683563746
FBgn0011754	7.98110673809964
FBgn0011760	8.83022619630369
FBgn0011762	5.75837587326037
FBgn0011763	6.17586727010576
FBgn0011766	7.49127358814157
FBgn0011768	7.81460155202829
FBgn0011770	8.37390002158976
FBgn0011774	6.22521827753421
FBgn0011785	6.31475504702713
FBgn0011787	5.7646685002122
FBgn0011802	6.40550390218628
FBgn0011817	7.31510749427185
FBgn0011818	6.75770728273848
FBgn0011824	6.66100186202879
FBgn0011826	7.41075032363294
FBgn0011828	7.52312108202205
FBgn0011836	6.24157454665201
FBgn0011837	7.25747274235337
FBgn0012034	9.55851764610527
FBgn0012036	10.3355242656299
FBgn0012037	7.13714594305681
FBgn0012051	7.60729862704732
FBgn0012058	6.82889243055641
FBgn0013263	5.47646355193151
FBgn0013269	6.81746580763468
FBgn0013272	8.83314683020981
FBgn0013305	8.88317799712519
FBgn0013325	10.3812164730628
FBgn0013334	9.00341869831399
FBgn0013343	7.83636976054512
FBgn0013347	7.21842118782429
FBgn0013432	4.66657881411674
FBgn0013435	5.37450650490558
FBgn0013531	5.56961595974929
FBgn0013548	6.29311115991014
FBgn0013563	6.24546056190496
FBgn0013576	8.38693263424874
FBgn0013672	11.2572479608733
FBgn0013674	12.1149957427514
FBgn0013675	12.159450005582
FBgn0013676	11.3503320228925
FBgn0013679	10.7854283563669
FBgn0013680	6.87281870910124
FBgn0013684	10.3646658949126
FBgn0013685	7.52411140395759
FBgn0013686	7.75169034866415
FBgn0013717	6.28444505801097
FBgn0013718	8.35463504546323
FBgn0013726	5.32138263947903
FBgn0013732	4.99382817577987
FBgn0013733	9.47419071117462
FBgn0013746	7.72834242034279
FBgn0013750	6.66057514983969
FBgn0013753	5.8847141771611
FBgn0013756	6.58732042005855
FBgn0013759	7.76167402996346
FBgn0013762	6.8975365787878
FBgn0013763	10.4082649224346
FBgn0013764	7.12353847589005
FBgn0013765	7.3162158960701
FBgn0013770	9.45511494341669
FBgn0013771	7.24909659475566
FBgn0013772	9.61631646062266
FBgn0013773	7.0742579295822
FBgn0013953	5.95064255258773
FBgn0013954	9.00425876761789
FBgn0013981	9.23113923489097
FBgn0013983	6.6686517080892
FBgn0013987	7.69340567319735
FBgn0013995	8.10112203752085
FBgn0013997	7.6048114760388
FBgn0014000	8.35972033259167
FBgn0014006	6.82853168019175
FBgn0014007	6.77384286139587
FBgn0014009	6.2072477440159
FBgn0014010	8.5414954839392
FBgn0014011	7.04853119986092
FBgn0014020	8.05293303679757
FBgn0014024	6.68085467879022
FBgn0014026	10.8961805274725
FBgn0014029	6.85153759898391
FBgn0014031	9.28380766274693
FBgn0014032	6.56596894753716
FBgn0014037	7.15004764913511
FBgn0014075	7.28184437917466
FBgn0014092	6.05404803340975
FBgn0014127	5.83870179255557
FBgn0014133	7.91965917505924
FBgn0014141	7.4308058723707
FBgn0014163	8.23186390454805
FBgn0014189	8.33038156934942
FBgn0014269	6.59418543557823
FBgn0014340	5.77765232322266
FBgn0014366	4.46590811865458
FBgn0014388	7.2090936778814
FBgn0014391	9.41747648514458
FBgn0014396	9.11736579585819
FBgn0014411	6.31173480915291
FBgn0014417	6.6686517080892
FBgn0014427	9.69220051744916
FBgn0014455	9.66548413831489
FBgn0014464	6.9191896566078
FBgn0014469	9.06535313482892
FBgn0014857	6.55393340402581
FBgn0014868	8.18344391084967
FBgn0014869	9.06096991532191
FBgn0014870	6.54678541076052
FBgn0014877	7.14005676808111
FBgn0014879	6.65393772048311
FBgn0014906	7.23357574832497
FBgn0015000	6.45204895443723
FBgn0015019	7.98576795617987
FBgn0015024	8.72222708155807
FBgn0015025	4.75502594153247
FBgn0015031	6.65157187358973
FBgn0015039	8.23008872989292
FBgn0015075	4.42484663185681
FBgn0015218	8.48748971204279
FBgn0015221	9.89466541836302
FBgn0015222	9.19949847713126
FBgn0015229	6.78200307367608
FBgn0015239	5.06259503302697
FBgn0015240	5.61555824124136
FBgn0015245	9.68260186699017
FBgn0015247	7.26984884894773
FBgn0015277	6.88585044359409
FBgn0015278	6.92231543031347
FBgn0015279	6.79645120942346
FBgn0015282	7.63280479188768
FBgn0015283	6.46925031679577
FBgn0015286	6.7761268365037
FBgn0015288	9.02463309007802
FBgn0015295	6.68315232993158
FBgn0015296	6.59964371612988
FBgn0015298	5.31811999384422
FBgn0015320	7.006091179703
FBgn0015321	7.71838915499775
FBgn0015338	7.94862074543792
FBgn0015351	5.17990913549774
FBgn0015359	5.40267738187228
FBgn0015360	6.5551197845185
FBgn0015371	7.60829175797394
FBgn0015372	6.19678351350964
FBgn0015379	5.53733426701854
FBgn0015391	5.94672865326659
FBgn0015396	4.14841178349238
FBgn0015399	7.18967075653958
FBgn0015477	6.89247242211762
FBgn0015509	6.2819551718818
FBgn0015513	7.64172445406234
FBgn0015520	5.2772639573502
FBgn0015521	8.31935182296425
FBgn0015522	7.47911140248816
FBgn0015527	6.88499829185952
FBgn0015544	5.72194977861165
FBgn0015546	6.63725803128446
FBgn0015553	5.92514666607033
FBgn0015569	6.91621935739427
FBgn0015577	6.55796136824443
FBgn0015582	6.19915599386327
FBgn0015589	7.46870351215134
FBgn0015600	6.24707528855969
FBgn0015602	6.53765731471126
FBgn0015614	7.58451898029156
FBgn0015615	6.2772698595469
FBgn0015618	5.60027209828654
FBgn0015621	5.88841617120853
FBgn0015622	9.69587895651529
FBgn0015623	8.54217844411015
FBgn0015664	6.7330049876845
FBgn0015737	8.28484070101672
FBgn0015754	8.35153207551539
FBgn0015756	9.83500348016038
FBgn0015765	5.86552332375013
FBgn0015766	9.96500589251455
FBgn0015772	7.20588260929546
FBgn0015776	8.7102348597139
FBgn0015777	8.57423493178343
FBgn0015778	8.12892929062785
FBgn0015781	6.42324696353352
FBgn0015789	7.67136092319064
FBgn0015790	8.7462127783026
FBgn0015791	7.9980553388195
FBgn0015793	6.8351845861473
FBgn0015794	7.25429570844027
FBgn0015795	8.03942617155267
FBgn0015797	6.73002317452199
FBgn0015799	6.26021860967424
FBgn0015801	6.5792512120101
FBgn0015803	5.7781681860146
FBgn0015805	7.22012996402429
FBgn0015808	7.89419377075837
FBgn0015818	5.74673553018541
FBgn0015828	8.19629898475834
FBgn0015829	6.27161835313897
FBgn0015834	8.66500956611046
FBgn0015838	6.0718917962206
FBgn0015872	6.84658884374465
FBgn0015903	6.23767337135319
FBgn0015905	6.18757942603427
FBgn0015924	7.72687409910402
FBgn0015925	6.03348582220372
FBgn0015929	7.10455485495674
FBgn0015949	6.77745675025533
FBgn0016031	7.35649271043471
FBgn0016038	6.11736271398336
FBgn0016041	6.9148963871335
FBgn0016059	7.79633217228878
FBgn0016070	7.66403374098217
FBgn0016075	7.99356372495743
FBgn0016076	7.87897601771475
FBgn0016078	6.83410873881384
FBgn0016081	8.43478936516142
FBgn0016119	8.78383036527227
FBgn0016120	8.38746408474145
FBgn0016122	9.12189159879107
FBgn0016123	7.68463067507279
FBgn0016131	5.96998551543086
FBgn0016641	6.98007594056176
FBgn0016672	8.51214714819401
FBgn0016685	7.12956460728321
FBgn0016687	8.06746266701006
FBgn0016693	7.14018887720344
FBgn0016694	9.43256349983065
FBgn0016696	7.15305163493748
FBgn0016697	8.96190037997077
FBgn0016698	6.59486935216707
FBgn0016701	6.72643322252127
FBgn0016754	6.93049476595163
FBgn0016756	7.81594663259964
FBgn0016762	4.89285225843987
FBgn0016794	7.82251150076434
FBgn0016797	7.2474366465443
FBgn0016917	8.26363338702123
FBgn0016926	8.38114434695296
FBgn0016930	7.664190198778
FBgn0016970	7.03644161994346
FBgn0016977	7.37807135940992
FBgn0016978	7.77436545040171
FBgn0016983	7.57490065700308
FBgn0016984	7.13926374662797
FBgn0017414	5.89026204159882
FBgn0017418	7.34729970074316
FBgn0017429	6.94601399109923
FBgn0017430	6.25702881430614
FBgn0017457	6.22686599581769
FBgn0017550	5.31156259329806
FBgn0017551	7.52212977837669
FBgn0017558	8.36026643964222
FBgn0017561	6.45546058351717
FBgn0017566	9.37866160218917
FBgn0017578	6.49576895388371
FBgn0017579	10.2040920200281
FBgn0017581	10.6898252437457
FBgn0019624	9.27580034344797
FBgn0019643	6.78238100262993
FBgn0019644	9.34006661753576
FBgn0019662	7.01601159775199
FBgn0019686	6.85646198459459
FBgn0019830	8.40331502183707
FBgn0019890	7.93522953981691
FBgn0019932	7.7674756593679
